COMP_OS_ID,ITPC_ITPC_ID,SK_SUBS_ID,SK_BMT_ID,BILLING_FILIAL_ID,SUBS_OS_OS_ID,SUBS_SUBS_ID,CR_OS_OS_ID,INQR_ID,FILIAL_ID,CRCAT_CRCAT_ID,SNAP_DATE,SNAP_WEEK,SNAP_MONTH,SNAP_QUARTER,LAT,LON,DESCRIPTION,FULL_NAME,SUBCAT_PYRAMID_NAME,CAT_PYRAMID_NAME,KPI_NAME,CR_WEIGHT,FLAG_LOCAL_GENERAL
83,143,308637,339,27,19,12,44,4713601,5,7,2024-07-19 10:01:21,29,7,3,77.06064504071355,-152.48812572502771,Некачественный сервис,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Обслуживание в салоне,3.58,1
76,93,558529,186,16,59,20,2,4640574,2,6,2023-10-24 23:46:19,43,10,4,8.596315770039638,72.13518780412679,Ошибка в счёте,Поломка оборудования,Низкий ARPU,Обычный,B2C NPS BU Качество связи,3.31,0
50,39,160835,210,12,9,52,9,8855807,6,10,2023-07-29 09:59:29,30,7,3,-49.94843284638258,-127.52347517290788,Некачественный сервис,Технические работы,Высокий ARPU,Обычный,NPS TD,1.4,0
17,12,438568,73,47,7,18,10,3590423,17,14,2024-05-29 14:10:00,22,5,2,15.791768176247999,139.41980430975786,Ошибка в счёте,Поломка оборудования,Высокий ARPU,VIP,B2C NPS BU Качество связи,0.97,1
55,124,220832,167,10,17,52,64,6838019,2,5,2023-09-13 16:43:48,37,9,3,-21.158982430856227,85.0726919379299,Ошибка в счёте,Поломка оборудования,Низкий ARPU,Обычный,B2C CSI Тарифа,3.83,1
65,157,304299,122,48,15,88,1,3199337,17,7,2023-04-17 22:33:07,16,4,2,-50.702038629781796,-167.7530510819948,Ошибка в счёте,Поломка оборудования,Низкий ARPU,Обычный,CSI TD Обслуживание в салоне,0.64,0
69,195,208042,400,16,84,79,26,4759076,1,14,2024-09-18 16:48:13,38,9,3,-24.079125436270687,70.08490074820776,Некачественный сервис,Поломка оборудования,Низкий ARPU,Обычный,B2C CSI Качество Голос,4.71,1
77,164,170244,265,45,35,40,46,4505610,6,2,2024-08-28 12:36:09,35,8,3,-55.73650630764334,8.884003588606731,Некачественный сервис,Поломка оборудования,Высокий ARPU,VIP,CSI TD Мобильное приложение,1.95,1
41,148,433454,17,27,69,62,26,1018353,17,6,2023-09-05 15:01:05,36,9,3,-69.70433784142494,-63.380884399859056,Некачественный сервис,Поломка оборудования,Низкий ARPU,VIP,B2C NPS BU Качество связи,2.44,1
46,131,544420,195,16,15,17,19,4765652,12,9,2023-08-21 18:13:38,34,8,3,86.88531634578268,-39.08411108563459,Проблема с сетью,Поломка оборудования,Низкий ARPU,Обычный,B2C CSI Качество Голос,1.7,1
13,94,204600,259,1,24,70,67,7823779,12,8,2024-03-31 21:34:56,13,3,1,-14.874309738977743,0.8479102774314242,Ошибка в счёте,,Низкий ARPU,Обычный,B2C CSI Качество Голос,1.39,0
13,97,249117,486,30,72,85,66,7836518,17,17,2023-05-28 15:33:49,21,5,2,-37.93315392738309,44.28655757737971,Некачественный сервис,Поломка оборудования,Низкий ARPU,Обычный,CSI TD Качество мобильного интернета,1.78,1
89,27,537737,400,23,10,53,80,9973084,5,4,2024-01-08 21:43:59,2,1,1,-88.66895798387546,-88.90977760654891,Ошибка в счёте,Поломка оборудования,Высокий ARPU,VIP,CSI TD Обслуживание в КЦ оператора,4.41,1
84,158,266877,366,25,45,11,75,5075882,18,9,2024-06-08 21:17:20,23,6,2,-13.834906552680906,-67.77280549966339,Ошибка в счёте,Технические работы,Высокий ARPU,Обычный,CSI TD Обслуживание в салоне,0.1,1
10,50,598083,490,8,14,11,84,4847869,1,8,2024-04-17 10:01:26,16,4,2,85.22210061463426,16.42708658272693,Проблема с сетью,Поломка оборудования,Высокий ARPU,VIP,CSI TD Обслуживание в КЦ оператора,1.1,0
62,47,954426,422,4,36,32,2,6677818,15,5,2023-10-17 03:05:37,42,10,4,-31.338338611229823,167.4811588995521,Проблема с сетью,Поломка оборудования,Низкий ARPU,Обычный,CSI TD Качество покрытия,2.41,1
12,137,753241,385,49,87,56,23,7973534,5,18,2024-12-12 07:33:31,50,12,4,32.15533666827707,-41.33989436063172,Проблема с сетью,Технические работы,Высокий ARPU,VIP,CSI TD Информирование,2.41,1
80,195,983129,246,11,47,72,17,2313981,18,17,2023-12-27 21:47:27,52,12,4,19.273244976074935,106.97966768175559,Ошибка в счёте,Технические работы,Низкий ARPU,Обычный,B2X NPS BU Общий,1.65,0
57,30,570400,271,2,12,20,4,7228692,15,10,2024-03-26 23:51:13,13,3,1,-46.797180199283154,-107.14752020647735,Проблема с сетью,Технические работы,Высокий ARPU,VIP,CSI TD Качество покрытия,3.01,0
52,135,751307,238,21,51,73,57,3154744,11,9,2023-01-30 10:32:21,5,1,1,36.97900275194368,-165.46352212897023,Проблема с сетью,Технические работы,Высокий ARPU,VIP,CSI TD Обслуживание в салоне,2.03,1
67,186,753797,63,6,1,47,13,8770354,9,1,2023-12-26 09:22:04,52,12,4,88.24398915191725,97.32998485505709,Некачественный сервис,Технические работы,Высокий ARPU,VIP,B2C CSI МИ,4.57,0
37,62,918439,231,23,88,52,47,5918395,5,2,2024-03-24 03:53:41,12,3,1,-42.99007965599452,144.7836241593351,Ошибка в счёте,Технические работы,Высокий ARPU,Обычный,CSI TD Обслуживание в КЦ оператора,1.93,1
17,113,137944,386,28,72,75,71,5735080,9,12,2023-12-31 12:46:06,52,12,4,82.23740921845018,119.61306589313045,Ошибка в счёте,Поломка оборудования,Высокий ARPU,VIP,CSI TD Обслуживание в КЦ оператора,4.82,1
55,21,237208,396,3,59,25,59,1193318,5,14,2023-09-19 00:49:09,38,9,3,4.22335219767109,-161.46931708394442,Ошибка в счёте,Поломка оборудования,Высокий ARPU,Обычный,NPS TD,1.32,0
42,176,767367,38,39,48,59,31,9336396,5,18,2023-08-01 08:56:20,31,8,3,-26.36358388232452,58.65392632901873,Некачественный сервис,,Высокий ARPU,Обычный,B2X NPS BU Общий CORE,4.43,0
49,147,638226,484,2,88,5,76,9121489,6,3,2024-03-11 14:37:03,11,3,1,39.219465609631186,-22.890962977446463,Некачественный сервис,Технические работы,Низкий ARPU,VIP,CSI TD Качество мобильного интернета,1.2,0
51,145,837772,112,4,16,45,31,3065968,3,7,2024-10-18 08:02:08,42,10,4,10.348328945944829,-52.27573401557849,Проблема с сетью,Поломка оборудования,Высокий ARPU,Обычный,B2C CSI Качество Голос,0.16,0
78,193,547307,135,45,35,57,57,1523882,15,6,2023-01-03 21:09:35,1,1,1,20.868385110727246,37.82487246984408,Проблема с сетью,Технические работы,Высокий ARPU,Обычный,B2X NPS BU Общий CORE,3.51,0
92,33,626872,215,48,67,37,39,1564026,2,19,2024-05-03 05:51:47,18,5,2,18.757323792286684,101.91605822062456,Некачественный сервис,Технические работы,Низкий ARPU,Обычный,B2C NPS BU Качество связи,1.17,0
6,82,948257,201,42,50,78,16,5580876,13,3,2024-01-13 07:39:27,2,1,1,-20.58419919073512,-21.575786970774885,Проблема с сетью,Технические работы,Низкий ARPU,Обычный,B2C CSI Тарифа,3.42,0
11,153,402746,357,15,80,83,65,1865007,11,13,2024-08-08 08:43:57,32,8,3,-44.46339883452103,-86.01954069027454,Проблема с сетью,Технические работы,Высокий ARPU,VIP,NPS TD,1.98,1
1,136,624744,92,4,74,45,40,8439028,4,8,2024-06-29 16:31:51,26,6,2,-45.522078658949816,-142.43031694684512,Ошибка в счёте,Технические работы,Высокий ARPU,Обычный,CSI TD Обслуживание в салоне,2.65,0
88,19,511622,211,1,22,29,40,9596407,11,13,2023-07-01 20:29:26,26,7,3,13.548029184179242,-25.272528382864152,Ошибка в счёте,Поломка оборудования,Высокий ARPU,VIP,CSI TD Обслуживание в КЦ оператора,2.07,1
67,76,162798,166,15,89,86,87,2884460,10,7,2023-07-26 23:16:09,30,7,3,46.50707105271934,-56.97669538145438,Ошибка в счёте,Технические работы,Высокий ARPU,VIP,B2X NPS BU Общий F&F,0.44,0
55,185,486232,374,9,36,34,20,1152818,2,19,2024-05-19 17:02:23,20,5,2,-47.94068498784312,35.002355247536826,Ошибка в счёте,Поломка оборудования,Высокий ARPU,Обычный,B2X NPS BU Общий F&F,3.45,0
36,62,421121,391,48,80,28,9,2676892,15,12,2023-08-01 23:14:40,31,8,3,-24.607935431880932,-155.41470423107077,Некачественный сервис,Технические работы,Высокий ARPU,Обычный,B2X NPS BU Общий,4.67,0
63,155,304751,185,31,60,53,5,1892787,6,1,2024-08-24 02:41:49,34,8,3,-64.44765516811356,16.80620612303315,Проблема с сетью,Технические работы,Низкий ARPU,Обычный,NPS TD (невзвешено),2.13,0
43,44,909673,137,35,29,65,25,4336788,3,11,2023-01-02 10:56:06,1,1,1,54.35998582843234,121.41260559856437,Проблема с сетью,Поломка оборудования,Высокий ARPU,Обычный,NPS TD (невзвешено),3.8,1
74,5,212113,294,21,54,5,43,4119617,10,2,2024-11-04 16:19:53,45,11,4,77.07445670270573,132.67359012347742,Некачественный сервис,Поломка оборудования,Низкий ARPU,Обычный,B2C CSI МИ,0.25,0
58,8,133279,411,2,65,79,63,5380894,4,17,2023-05-18 09:06:53,20,5,2,-33.32602442480312,14.544117795042126,Некачественный сервис,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Информирование,1.4,0
30,52,132833,429,23,72,55,89,8914542,2,8,2023-08-30 12:17:21,35,8,3,-68.44874671588838,80.78783943200415,Проблема с сетью,Поломка оборудования,Низкий ARPU,VIP,NPS TD,0.97,0
84,103,461594,148,29,64,32,22,7864466,4,9,2024-10-02 19:09:24,40,10,4,-57.810433509264996,119.73622793020434,Проблема с сетью,Технические работы,Низкий ARPU,Обычный,B2C NPS BU Качество связи,4.73,1
37,156,750131,105,11,8,20,68,6598819,14,7,2024-09-21 05:11:49,38,9,3,-70.94272136499552,112.0361459147145,Ошибка в счёте,Поломка оборудования,Высокий ARPU,VIP,B2X NPS BU Общий CORE,0.14,0
30,175,875480,228,27,22,49,5,1455304,1,2,2023-05-10 14:54:00,19,5,2,-1.1024910923546258,-105.39542804031777,Проблема с сетью,Поломка оборудования,Высокий ARPU,VIP,CSI TD Качество покрытия,3.54,0
79,131,763252,330,46,1,17,41,4369761,2,17,2024-09-06 16:35:14,36,9,3,-22.215107430294708,-79.70205545770152,Проблема с сетью,Технические работы,Низкий ARPU,Обычный,B2X NPS BU Общий,0.98,0
90,181,251030,447,23,36,39,3,8282171,6,12,2024-06-28 22:23:14,26,6,2,-12.261729440933266,108.07175445985371,Некачественный сервис,Технические работы,Высокий ARPU,VIP,B2C CSI МИ,4.68,0
14,152,435619,456,31,25,83,36,3710992,7,11,2023-07-22 16:36:49,29,7,3,16.590594585233333,-9.589720528698734,Проблема с сетью,Технические работы,Высокий ARPU,VIP,B2X NPS BU Общий F&F,4.52,1
32,132,484213,299,23,20,84,15,5049083,17,8,2023-06-04 09:55:31,22,6,2,-33.07956898388469,-136.60575924047254,Некачественный сервис,Поломка оборудования,Низкий ARPU,VIP,NPS TD (невзвешено),4.57,0
7,104,368949,50,30,27,48,8,5262454,1,18,2023-10-24 14:47:52,43,10,4,-65.52156884816561,115.26575534338576,Проблема с сетью,Технические работы,Высокий ARPU,VIP,CSI TD Мобильное приложение,2.48,0
69,127,246206,348,14,17,14,88,9117566,9,7,2024-10-24 20:07:46,43,10,4,-66.57934719845213,80.22766345853478,Ошибка в счёте,Поломка оборудования,Низкий ARPU,VIP,CSI TD Мобильное приложение,2.55,0
19,118,382651,482,13,71,54,20,2115214,16,8,2023-05-20 16:14:29,20,5,2,-51.755004346956525,144.37100312056396,Некачественный сервис,Поломка оборудования,Низкий ARPU,VIP,CSI TD Мобильное приложение,1.36,0
38,123,392378,168,20,20,16,68,7219508,10,18,2024-01-11 13:40:30,2,1,1,78.59089242996407,-86.33855095549346,Некачественный сервис,Технические работы,Высокий ARPU,VIP,B2X NPS BU Общий,1.18,0
13,87,351712,12,13,54,55,23,1940196,8,3,2023-04-10 17:32:25,15,4,2,-65.25240102872235,-101.44331058114959,Некачественный сервис,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Качество мобильного интернета,2.77,1
11,158,748271,23,36,40,54,57,5954188,4,9,2024-12-21 01:37:12,51,12,4,-79.49274436351209,145.61707387188716,Ошибка в счёте,Поломка оборудования,Низкий ARPU,VIP,NPS TD (невзвешено),3.32,0
78,15,553339,200,6,3,52,36,1035620,18,13,2024-05-14 10:25:24,20,5,2,53.88164691760079,118.70453889587588,Некачественный сервис,Технические работы,Высокий ARPU,Обычный,B2X NPS BU Общий,1.34,0
4,6,417504,488,32,36,66,1,3679704,14,3,2024-01-10 03:06:23,2,1,1,29.67637003867293,16.594786435447133,Ошибка в счёте,Поломка оборудования,,VIP,B2C NPS BU Качество связи,1.32,0
90,177,460681,424,36,65,72,41,9441133,11,12,2024-06-21 23:18:54,25,6,2,-26.928440913985952,54.853611403822924,Некачественный сервис,Поломка оборудования,Высокий ARPU,Обычный,B2X NPS BU Общий F&F,3.84,0
25,186,808658,465,49,56,36,3,3574664,8,8,2023-05-08 17:30:35,19,5,2,57.710247952228855,-58.85166921822133,Проблема с сетью,Поломка оборудования,Высокий ARPU,VIP,B2X NPS BU Общий F&F,0.23,0
58,110,512512,199,32,27,45,22,7073954,17,4,2023-03-06 05:56:58,10,3,1,-15.410980317425228,107.3856303707243,Ошибка в счёте,Поломка оборудования,Низкий ARPU,Обычный,B2C CSI МИ,2.57,0
37,44,128327,397,46,54,66,64,632845,10,13,2023-07-18 06:39:11,29,7,3,3.3383906873207536,35.551114838727386,Проблема с сетью,Поломка оборудования,Низкий ARPU,Обычный,CSI TD Качество мобильного интернета,2.75,0
91,189,692326,60,42,52,19,69,1184055,11,3,2023-02-10 16:51:17,6,2,1,-81.92403911614083,12.899619100160464,Ошибка в счёте,,Высокий ARPU,Обычный,CSI TD Качество голосовй связи,1.75,1
17,43,354941,353,8,28,81,63,3733219,16,3,2023-03-23 02:24:41,12,3,1,-53.36639630480974,-172.81974311175773,Ошибка в счёте,Технические работы,Высокий ARPU,Обычный,B2C CSI МИ,1.77,1
71,124,861428,392,33,17,71,89,6435406,17,5,2023-07-26 07:18:10,30,7,3,-47.53992599478216,-31.747177273747155,Ошибка в счёте,Поломка оборудования,Низкий ARPU,VIP,CSI TD Качество покрытия,3.87,0
52,56,297864,487,45,37,28,80,1008345,12,2,2024-08-05 07:11:24,32,8,3,24.318843375065725,99.94380531525985,Ошибка в счёте,Технические работы,Высокий ARPU,Обычный,NPS TD,3.07,1
80,168,318168,269,25,55,72,45,1530630,3,9,2023-10-27 07:02:49,43,10,4,39.51730302374523,-2.6975511462362647,Ошибка в счёте,Поломка оборудования,Низкий ARPU,VIP,NPS TD,2.25,0
49,172,330580,350,12,9,56,45,2722280,5,10,2023-05-24 07:15:03,21,5,2,3.525788385398897,-5.378914048822651,Некачественный сервис,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Качество голосовй связи,0.4,1
88,109,961982,39,7,20,57,28,594614,6,6,2023-12-08 00:42:07,49,12,4,81.77347256158649,-33.29379783666599,Ошибка в счёте,Поломка оборудования,Высокий ARPU,VIP,CSI TD Информирование,4.52,1
36,126,692041,133,17,37,72,80,4160809,9,19,2023-10-16 09:21:30,42,10,4,7.110755010007594,-89.1467895055206,Некачественный сервис,Технические работы,Низкий ARPU,VIP,B2C CSI МИ,4.25,0
72,198,374019,257,30,22,49,16,8771976,7,4,2023-06-08 19:37:15,23,6,2,-38.87878818261288,30.2589850632707,Проблема с сетью,Поломка оборудования,Высокий ARPU,VIP,CSI TD Качество мобильного интернета,3.66,1
11,51,422745,455,42,45,30,16,7052394,13,3,2024-03-31 16:12:44,13,3,1,9.912446347260257,1.3167539298554232,Некачественный сервис,Поломка оборудования,Низкий ARPU,Обычный,B2C CSI Тарифа,3.79,0
38,39,178365,406,3,85,20,22,7823416,13,9,2024-01-27 21:46:53,4,1,1,-68.54043899485087,-144.24472287253084,Ошибка в счёте,Технические работы,Высокий ARPU,Обычный,B2C CSI Тарифа,0.89,0
4,46,474381,481,10,78,44,52,1430225,8,12,2023-12-17 02:00:00,50,12,4,16.513659556248257,7.428181702803158,Некачественный сервис,Поломка оборудования,Низкий ARPU,Обычный,CSI TD Качество мобильного интернета,1.06,1
57,13,140256,137,39,3,53,20,2142516,3,15,2023-04-01 13:45:06,13,4,2,-59.345122075156475,67.75334636652033,Некачественный сервис,Технические работы,Низкий ARPU,VIP,CSI TD Качество покрытия,1.28,1
88,127,817604,219,43,46,14,79,4564737,8,8,2023-12-08 14:52:40,49,12,4,-56.07587940932164,-89.05143588232737,Проблема с сетью,Поломка оборудования,Высокий ARPU,Обычный,B2X NPS BU Общий CORE,2.36,1
2,109,881180,426,46,31,4,22,4164912,9,11,2023-04-14 19:24:50,15,4,2,-46.972686656883425,-7.264024196473656,Ошибка в счёте,Технические работы,Низкий ARPU,VIP,CSI TD Качество голосовй связи,4.61,0
60,10,997548,229,22,74,35,37,8319378,17,4,2024-03-25 09:23:06,13,3,1,79.04649960555699,-31.89943903033091,Проблема с сетью,Технические работы,Высокий ARPU,Обычный,NPS TD,1.67,1
39,166,347624,199,3,64,41,75,8902341,10,7,2023-02-25 16:31:38,8,2,1,49.59233470066869,-16.612464565280646,Ошибка в счёте,,Высокий ARPU,Обычный,CSI TD Качество голосовй связи,4.49,0
53,102,720850,364,13,47,4,59,6476227,19,12,2024-12-11 03:11:35,50,12,4,72.53099683118742,-61.09911473384561,Ошибка в счёте,Поломка оборудования,Низкий ARPU,Обычный,CSI TD Информирование,2.25,0
81,169,211341,259,43,79,39,50,3910924,9,8,2024-01-11 04:12:54,2,1,1,38.94096345421934,-122.48594244456982,Некачественный сервис,Технические работы,Высокий ARPU,Обычный,CSI TD Качество голосовй связи,4.75,0
72,89,939591,11,11,15,82,74,5759719,16,4,2023-04-08 01:11:22,14,4,2,51.09830819996981,-28.015909853724565,Некачественный сервис,Поломка оборудования,Низкий ARPU,Обычный,B2C CSI Качество Голос,3.65,1
71,95,975142,144,15,88,8,55,5937999,9,9,2024-11-05 04:37:12,45,11,4,34.220477614249646,-109.65697883449353,Ошибка в счёте,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Информирование,4.08,0
48,163,387029,293,24,53,4,8,7654005,11,5,2023-06-28 10:31:44,26,6,2,40.73375239989946,94.21819271663173,Ошибка в счёте,Поломка оборудования,Низкий ARPU,VIP,NPS TD,3.59,1
14,77,104053,295,40,23,47,16,6196089,5,9,2024-08-09 21:42:50,32,8,3,-82.48331880634466,-172.4322155703076,Ошибка в счёте,Поломка оборудования,Низкий ARPU,VIP,B2C CSI Тарифа,1.41,1
37,192,392382,179,36,45,71,24,5881690,15,10,2023-04-29 11:42:12,17,4,2,-48.082270324358745,90.80236014542527,Проблема с сетью,Поломка оборудования,Высокий ARPU,Обычный,B2C CSI Качество Голос,2.19,0
72,1,511599,415,28,4,1,12,438432,1,15,2023-01-19 00:18:38,3,1,1,32.10222381796777,44.79586788410364,Проблема с сетью,Технические работы,Низкий ARPU,Обычный,B2C NPS BU Качество связи,1.01,0
8,116,165707,184,20,36,40,32,3763605,7,5,2024-08-08 08:12:58,32,8,3,43.5299509451242,125.93034773186673,Проблема с сетью,Поломка оборудования,Высокий ARPU,VIP,B2X NPS BU Общий,1.87,0
57,145,823246,366,21,28,77,6,8904026,18,1,2024-09-02 22:45:53,36,9,3,71.81591842297905,37.099690586463936,Ошибка в счёте,Поломка оборудования,Высокий ARPU,Обычный,B2C CSI Качество Голос,2.68,1
96,103,889786,341,23,19,80,24,3642435,8,2,2024-09-06 09:36:47,36,9,3,59.96384154139082,135.72604320173946,Некачественный сервис,Поломка оборудования,Высокий ARPU,VIP,B2C CSI МИ,0.16,1
45,131,260487,352,1,7,48,88,4577723,13,12,2024-07-28 20:26:55,30,7,3,76.4993621161187,172.55995852874497,Проблема с сетью,Поломка оборудования,Низкий ARPU,Обычный,B2C CSI Качество Голос,1.23,1
39,177,603894,85,9,19,29,9,457445,18,11,2024-01-22 22:21:17,4,1,1,-72.19805258551877,48.779009070929135,Ошибка в счёте,Технические работы,Низкий ARPU,Обычный,B2C NPS BU Качество связи,2.97,0
98,174,449309,209,44,17,69,89,1906136,14,10,2024-07-23 17:50:15,30,7,3,-0.2307658962939172,-139.56714582240954,Ошибка в счёте,Поломка оборудования,Высокий ARPU,Обычный,B2C CSI Качество Голос,0.69,1
71,125,767018,203,25,84,79,11,8004518,19,19,2023-07-05 18:41:30,27,7,3,-72.35445125312185,-74.76674298919772,Некачественный сервис,Поломка оборудования,Низкий ARPU,Обычный,B2C NPS BU Качество связи,3.05,0
39,121,314285,235,31,88,57,34,2743197,9,14,2023-10-17 08:42:51,42,10,4,85.91886139253859,77.26875536246672,Ошибка в счёте,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Качество голосовй связи,2.51,0
54,78,268585,69,34,22,62,61,6916576,4,2,2024-08-26 10:35:28,35,8,3,29.827183391709823,-162.2039897462011,Ошибка в счёте,Поломка оборудования,Высокий ARPU,VIP,CSI TD Качество голосовй связи,1.0,1
78,155,182815,152,21,46,87,67,4308968,8,17,2024-10-10 07:03:55,41,10,4,-5.965072833727874,78.97706750271033,Ошибка в счёте,Поломка оборудования,Высокий ARPU,VIP,CSI TD Качество покрытия,4.28,1
86,37,760467,28,5,13,13,49,9830465,13,14,2023-06-07 00:54:50,23,6,2,-21.7019075141541,-129.86030376389297,Некачественный сервис,Технические работы,Низкий ARPU,VIP,B2X NPS BU Общий CORE,1.2,1
70,50,593605,59,49,62,82,58,6680411,12,13,2024-01-31 02:52:42,5,1,1,42.492670532715636,172.0474725257214,Проблема с сетью,Технические работы,Низкий ARPU,VIP,B2X NPS BU Общий F&F,0.75,0
66,27,480413,404,37,39,7,51,6289566,5,19,2023-01-04 20:43:20,1,1,1,80.95633777401144,-96.57145459994953,Некачественный сервис,Технические работы,Низкий ARPU,Обычный,CSI TD Качество покрытия,1.14,0
18,111,752011,275,39,66,42,78,6693240,19,14,2023-03-28 09:38:50,13,3,1,18.89398790338882,-175.3511877481219,Некачественный сервис,Технические работы,Высокий ARPU,Обычный,NPS TD,2.33,0
91,54,552945,481,46,36,73,80,5712220,7,1,2023-10-11 14:48:47,41,10,4,-40.526136281520756,162.56385861331995,Проблема с сетью,Технические работы,Высокий ARPU,Обычный,CSI TD Обслуживание в салоне,2.48,0
81,100,495221,175,44,58,78,39,3467833,6,19,2024-09-18 17:47:03,38,9,3,-86.21069524511805,16.616264093259474,Ошибка в счёте,Поломка оборудования,Низкий ARPU,,CSI TD Мобильное приложение,0.64,1
86,101,741424,98,28,22,63,36,5292957,6,5,2024-10-04 05:31:19,40,10,4,-33.97757662980391,-133.69283665554352,Ошибка в счёте,Технические работы,Высокий ARPU,Обычный,CSI TD Тарифы и стоимость,3.15,0
49,103,875200,490,45,7,30,72,8782660,14,16,2024-11-21 18:53:01,47,11,4,-70.12430087081175,156.97087984410706,Ошибка в счёте,Технические работы,Высокий ARPU,VIP,CSI TD Качество мобильного интернета,3.3,1
55,51,114792,440,39,64,67,65,6337122,1,5,2023-09-26 13:43:42,39,9,3,9.068337046033037,-139.01280398942458,Проблема с сетью,Поломка оборудования,Низкий ARPU,Обычный,CSI TD Информирование,1.0,1
79,1,536037,426,5,24,34,64,5146031,1,15,2024-08-28 20:05:02,35,8,3,-9.130090474172249,-59.70165958728913,Некачественный сервис,Технические работы,Низкий ARPU,Обычный,B2X NPS BU Общий,4.75,1
79,9,662294,185,49,28,41,35,2699806,1,17,2024-11-21 02:38:17,47,11,4,-49.32935156674558,167.00611709524105,Проблема с сетью,Технические работы,Высокий ARPU,Обычный,B2C CSI МИ,2.51,1
98,98,891355,264,19,24,83,11,9508235,12,14,2023-05-23 01:35:29,21,5,2,-82.86214898035803,99.3852557629861,Проблема с сетью,Технические работы,Высокий ARPU,VIP,CSI TD Качество мобильного интернета,3.46,0
42,52,184890,441,48,4,61,5,9072297,12,1,2024-01-05 01:21:14,1,1,1,62.2524812185556,50.42720127691621,Ошибка в счёте,Поломка оборудования,Низкий ARPU,,B2C CSI МИ,4.27,1
65,47,257115,443,43,25,36,64,7395547,3,17,2024-02-09 22:54:38,6,2,1,-44.42929285261326,110.27617495487567,Некачественный сервис,Поломка оборудования,Низкий ARPU,VIP,CSI TD Обслуживание в салоне,1.55,0
77,163,469180,484,47,8,57,18,2640381,9,7,2024-08-10 12:26:37,32,8,3,-26.16897412540353,-35.352480504607286,Ошибка в счёте,Технические работы,Высокий ARPU,VIP,B2X NPS BU Общий,2.03,0
28,175,701652,368,38,61,10,8,421417,11,8,2023-12-12 11:14:18,50,12,4,32.35988809186165,154.26774375395922,Проблема с сетью,Технические работы,Низкий ARPU,VIP,CSI TD Тарифы и стоимость,4.9,0
89,73,189113,431,42,35,32,32,3718214,5,3,2024-04-17 16:23:13,16,4,2,-15.958478887184242,76.42078324110577,Проблема с сетью,Поломка оборудования,Низкий ARPU,Обычный,B2C CSI МИ,2.23,0
8,151,790754,259,31,52,70,87,8801215,15,13,2024-06-24 18:27:46,26,6,2,70.31169341205705,35.86951670266322,Некачественный сервис,Поломка оборудования,Высокий ARPU,VIP,CSI TD Качество мобильного интернета,1.17,1
55,116,684004,59,4,46,31,59,6542817,11,14,2024-10-17 15:25:37,42,10,4,-63.125487045660975,45.213931915593605,Проблема с сетью,Поломка оборудования,Высокий ARPU,VIP,CSI TD Информирование,2.4,1
66,17,484013,102,14,26,88,24,7522084,17,2,2024-07-08 05:42:10,28,7,3,-8.146655342906556,-136.59385546061466,Некачественный сервис,Технические работы,Высокий ARPU,Обычный,CSI TD Тарифы и стоимость,4.72,1
16,195,364860,63,10,7,3,40,3129633,4,18,2023-06-05 07:50:37,23,6,2,32.319971852481814,-158.81575162380395,Ошибка в счёте,Поломка оборудования,Высокий ARPU,VIP,CSI TD Обслуживание в салоне,1.65,1
3,62,353026,336,13,63,40,32,3571111,7,3,2023-11-14 05:02:20,46,11,4,-63.77378977510948,-60.17906902392086,Проблема с сетью,Технические работы,Низкий ARPU,Обычный,CSI TD Качество мобильного интернета,1.0,0
59,158,236404,447,18,62,33,19,7411759,17,18,2024-01-13 01:51:30,2,1,1,62.62726026421504,68.22135956754721,Проблема с сетью,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Качество покрытия,4.87,0
38,20,396619,173,6,41,46,67,2159020,3,1,2023-01-20 22:34:40,3,1,1,-26.760916491392365,-155.39461748771816,Некачественный сервис,Технические работы,Высокий ARPU,VIP,B2C NPS BU Качество связи,4.95,1
63,54,720473,211,26,5,30,36,4644408,10,13,2023-06-10 17:59:45,23,6,2,-25.459587351082604,6.627607572059503,Некачественный сервис,Технические работы,Низкий ARPU,Обычный,NPS TD,3.37,1
84,98,121127,415,22,22,62,29,1718540,13,17,2023-02-09 13:45:31,6,2,1,80.49258942637414,4.551345988746277,Ошибка в счёте,Поломка оборудования,Высокий ARPU,VIP,B2X NPS BU Общий F&F,1.01,1
64,16,981054,344,8,73,71,40,8331559,2,12,2023-04-08 13:53:16,14,4,2,-52.15933932520683,14.126942283839895,Проблема с сетью,Поломка оборудования,Высокий ARPU,Обычный,CSI TD Информирование,1.19,1
63,87,394430,277,33,70,49,66,7533597,14,5,2023-08-30 03:24:45,35,8,3,-28.254897066641334,114.10680859795536,Ошибка в счёте,Технические работы,Высокий ARPU,VIP,CSI TD Обслуживание в КЦ оператора,2.16,0
60,143,710526,124,45,30,52,14,5490107,7,19,2023-08-15 09:01:14,33,8,3,74.56416005896355,61.76095647969896,Ошибка в счёте,Поломка оборудования,Низкий ARPU,VIP,CSI TD Обслуживание в салоне,0.11,0
