SUBCAT_PYRAMID_NAME,DESCRIPTION,CAT_PYRAMID_NAME,FILIAL_ID,FULL_NAME,FLAG_LOCAL_GENERAL,SNAP_DATE_DAY
Низкий ARPU,Ошибка в счёте,Обычный,9,Поломка оборудования,1,2023-07-11
Высокий ARPU,Проблема с сетью,Обычный,1,Поломка оборудования,0,2023-09-30
Высокий ARPU,Ошибка в счёте,Обычный,11,Поломка оборудования,0,2024-03-20
Низкий ARPU,Ошибка в счёте,Обычный,9,Технические работы,1,2023-11-07
Низкий ARPU,Ошибка в счёте,Обычный,3,Технические работы,0,2024-04-06
Высокий ARPU,,Обычный,11,Поломка оборудования,0,2024-10-17
Высокий ARPU,Некачественный сервис,Обычный,11,Поломка оборудования,1,2024-11-27
Высокий ARPU,Некачественный сервис,VIP,19,Поломка оборудования,0,2024-04-24
Высокий ARPU,Ошибка в счёте,,4,Поломка оборудования,1,2024-11-09
Высокий ARPU,Проблема с сетью,VIP,16,Поломка оборудования,1,2023-08-29
Низкий ARPU,Ошибка в счёте,VIP,18,Технические работы,0,2023-04-24
Высокий ARPU,Некачественный сервис,Обычный,15,Поломка оборудования,0,2024-10-19
Низкий ARPU,Некачественный сервис,Обычный,4,Технические работы,1,2024-12-20
Высокий ARPU,Ошибка в счёте,Обычный,16,Поломка оборудования,1,2024-02-08
Низкий ARPU,Некачественный сервис,VIP,5,Поломка оборудования,0,2024-12-21
Низкий ARPU,Ошибка в счёте,Обычный,14,Технические работы,0,2023-03-08
Высокий ARPU,Ошибка в счёте,VIP,7,Поломка оборудования,1,2023-12-21
Высокий ARPU,Ошибка в счёте,VIP,12,Поломка оборудования,0,2024-08-23
Высокий ARPU,Ошибка в счёте,VIP,11,Технические работы,0,2023-06-27
Низкий ARPU,Ошибка в счёте,VIP,15,Поломка оборудования,1,2024-05-16
Высокий ARPU,Некачественный сервис,VIP,17,Технические работы,1,2024-11-11
Высокий ARPU,Ошибка в счёте,,16,Поломка оборудования,0,2024-05-22
Низкий ARPU,Ошибка в счёте,VIP,3,Технические работы,1,2024-04-25
Высокий ARPU,Некачественный сервис,Обычный,8,Технические работы,1,2024-09-12
Высокий ARPU,Некачественный сервис,VIP,13,Поломка оборудования,1,2024-01-17
Высокий ARPU,Проблема с сетью,Обычный,12,Технические работы,0,2024-06-15
Низкий ARPU,Ошибка в счёте,VIP,8,Технические работы,1,2023-01-11
Высокий ARPU,Проблема с сетью,VIP,9,Технические работы,1,2023-11-24
Высокий ARPU,Некачественный сервис,VIP,18,Поломка оборудования,1,2023-03-31
Высокий ARPU,Ошибка в счёте,Обычный,7,Технические работы,1,2023-07-06
Низкий ARPU,Некачественный сервис,Обычный,6,Поломка оборудования,1,2024-01-19
Низкий ARPU,Некачественный сервис,Обычный,5,Технические работы,1,2024-06-21
Высокий ARPU,,Обычный,19,Технические работы,0,2023-07-29
Высокий ARPU,Проблема с сетью,Обычный,8,Технические работы,1,2024-03-19
Высокий ARPU,Некачественный сервис,Обычный,12,Технические работы,0,2023-11-21
Низкий ARPU,Проблема с сетью,Обычный,16,Поломка оборудования,0,2024-03-07
Низкий ARPU,Некачественный сервис,Обычный,15,Поломка оборудования,0,2024-05-23
Низкий ARPU,Ошибка в счёте,VIP,17,Технические работы,1,2023-01-13
Высокий ARPU,Некачественный сервис,VIP,10,Технические работы,0,2024-01-29
Низкий ARPU,Ошибка в счёте,Обычный,18,Поломка оборудования,1,2024-04-22
Низкий ARPU,Проблема с сетью,VIP,4,,0,2024-07-02
Высокий ARPU,Ошибка в счёте,Обычный,19,Поломка оборудования,0,2024-09-23
Высокий ARPU,Ошибка в счёте,VIP,3,Поломка оборудования,1,2024-07-22
Высокий ARPU,Некачественный сервис,VIP,3,Технические работы,0,2024-01-12
Высокий ARPU,Проблема с сетью,Обычный,10,Поломка оборудования,0,2024-02-22
Высокий ARPU,Некачественный сервис,Обычный,9,Поломка оборудования,1,2023-03-12
Низкий ARPU,Проблема с сетью,VIP,5,Технические работы,1,2023-06-11
Низкий ARPU,Проблема с сетью,Обычный,16,Технические работы,0,2024-11-25
Низкий ARPU,Проблема с сетью,VIP,14,Технические работы,1,2023-09-08
Низкий ARPU,Проблема с сетью,VIP,1,Технические работы,0,2023-03-17
Низкий ARPU,Некачественный сервис,VIP,8,Технические работы,1,2023-09-10
Низкий ARPU,Ошибка в счёте,Обычный,8,Технические работы,0,2023-04-26
Низкий ARPU,Ошибка в счёте,VIP,4,Поломка оборудования,0,2023-06-06
Высокий ARPU,Некачественный сервис,Обычный,7,Технические работы,0,2024-04-06
Высокий ARPU,Ошибка в счёте,Обычный,12,Поломка оборудования,0,2024-06-18
Низкий ARPU,Некачественный сервис,VIP,5,Технические работы,1,2024-10-25
Высокий ARPU,Некачественный сервис,,9,Поломка оборудования,1,2023-01-23
Высокий ARPU,Некачественный сервис,Обычный,4,Поломка оборудования,0,2023-07-03
Высокий ARPU,Проблема с сетью,VIP,7,Технические работы,1,2023-08-29
Высокий ARPU,Некачественный сервис,VIP,6,Технические работы,1,2024-04-13
Высокий ARPU,Некачественный сервис,Обычный,2,Поломка оборудования,1,2023-05-13
Высокий ARPU,Проблема с сетью,VIP,14,Технические работы,1,2023-07-16
Высокий ARPU,Ошибка в счёте,VIP,6,Технические работы,0,2023-01-27
Низкий ARPU,Некачественный сервис,Обычный,10,Поломка оборудования,0,2024-02-27
Высокий ARPU,Проблема с сетью,Обычный,4,Технические работы,0,2023-05-16
Низкий ARPU,Ошибка в счёте,,1,Технические работы,1,2023-01-07
,Проблема с сетью,VIP,5,Поломка оборудования,0,2024-11-11
Низкий ARPU,Ошибка в счёте,VIP,2,Технические работы,1,2023-07-22
Низкий ARPU,Проблема с сетью,Обычный,6,Технические работы,0,2023-08-23
Высокий ARPU,Некачественный сервис,Обычный,6,Поломка оборудования,0,2024-05-03
Низкий ARPU,Некачественный сервис,VIP,10,Технические работы,0,2024-04-28
Низкий ARPU,Ошибка в счёте,VIP,7,Технические работы,0,2023-01-24
Низкий ARPU,Ошибка в счёте,Обычный,6,Технические работы,1,2024-06-27
Высокий ARPU,Проблема с сетью,Обычный,6,Поломка оборудования,0,2024-06-26
Высокий ARPU,Некачественный сервис,VIP,15,Технические работы,0,2023-05-12
Низкий ARPU,Ошибка в счёте,VIP,7,Технические работы,1,2023-07-16
Низкий ARPU,Ошибка в счёте,VIP,18,Поломка оборудования,1,2024-09-28
Высокий ARPU,Некачественный сервис,VIP,12,Технические работы,0,2023-04-15
Высокий ARPU,Проблема с сетью,Обычный,2,Технические работы,1,2024-02-09
Высокий ARPU,Некачественный сервис,VIP,2,Поломка оборудования,1,2024-09-05
Низкий ARPU,Ошибка в счёте,Обычный,7,Поломка оборудования,0,2023-05-28
Низкий ARPU,Некачественный сервис,Обычный,14,Технические работы,0,2024-01-21
Высокий ARPU,Проблема с сетью,VIP,19,Поломка оборудования,1,2024-12-03
Низкий ARPU,Ошибка в счёте,Обычный,18,Поломка оборудования,0,2023-06-19
Низкий ARPU,Проблема с сетью,VIP,9,Технические работы,1,2024-11-06
Низкий ARPU,Проблема с сетью,VIP,12,Технические работы,0,2023-10-17
Низкий ARPU,Проблема с сетью,Обычный,10,Технические работы,1,2023-11-09
Высокий ARPU,Ошибка в счёте,Обычный,5,Технические работы,0,2023-05-18
Высокий ARPU,Проблема с сетью,VIP,13,Поломка оборудования,1,2023-12-01
Высокий ARPU,Ошибка в счёте,VIP,18,Поломка оборудования,1,2023-08-25
Высокий ARPU,Проблема с сетью,Обычный,14,Технические работы,1,2024-08-17
Высокий ARPU,Ошибка в счёте,Обычный,13,Поломка оборудования,0,2024-12-11
Высокий ARPU,Проблема с сетью,VIP,18,Поломка оборудования,1,2023-08-22
Низкий ARPU,Ошибка в счёте,Обычный,2,Технические работы,1,2023-07-30
Высокий ARPU,Проблема с сетью,VIP,13,Технические работы,0,2023-04-30
Высокий ARPU,Ошибка в счёте,VIP,2,Технические работы,1,2023-09-08
Высокий ARPU,Ошибка в счёте,VIP,17,Поломка оборудования,0,2024-07-16
Высокий ARPU,Ошибка в счёте,Обычный,18,Поломка оборудования,0,2023-07-26
Низкий ARPU,Проблема с сетью,VIP,17,Поломка оборудования,0,2024-08-16
Высокий ARPU,Проблема с сетью,VIP,1,Технические работы,1,2023-11-03
Низкий ARPU,Проблема с сетью,VIP,2,Технические работы,1,2024-06-16
Низкий ARPU,Некачественный сервис,Обычный,4,Поломка оборудования,0,2024-07-25
Высокий ARPU,Некачественный сервис,Обычный,15,Поломка оборудования,1,2023-11-15
Высокий ARPU,Ошибка в счёте,VIP,5,Поломка оборудования,1,2023-02-10
Низкий ARPU,Проблема с сетью,VIP,1,Технические работы,1,2023-12-11
Высокий ARPU,Ошибка в счёте,Обычный,7,Технические работы,0,2023-10-20
Высокий ARPU,Ошибка в счёте,Обычный,15,Поломка оборудования,1,2024-03-18
Низкий ARPU,Некачественный сервис,Обычный,14,Поломка оборудования,1,2023-12-05
Низкий ARPU,Некачественный сервис,Обычный,11,,1,2024-07-07
Высокий ARPU,Ошибка в счёте,Обычный,6,Поломка оборудования,1,2023-10-15
Низкий ARPU,Ошибка в счёте,Обычный,6,Поломка оборудования,1,2023-03-02
Высокий ARPU,Некачественный сервис,VIP,16,Поломка оборудования,0,2024-05-07
Высокий ARPU,Проблема с сетью,VIP,7,Поломка оборудования,0,2023-04-28
Высокий ARPU,Проблема с сетью,VIP,2,Технические работы,0,2023-08-01
Низкий ARPU,Некачественный сервис,Обычный,16,Технические работы,1,2024-09-13
Низкий ARPU,Проблема с сетью,VIP,5,Технические работы,0,2024-08-30
Низкий ARPU,Проблема с сетью,VIP,3,Технические работы,0,2024-04-26
Низкий ARPU,Ошибка в счёте,VIP,8,Технические работы,1,2023-05-31
Низкий ARPU,Ошибка в счёте,Обычный,14,Технические работы,0,2024-10-30
Низкий ARPU,Некачественный сервис,VIP,16,Технические работы,1,2024-09-29
Высокий ARPU,Некачественный сервис,Обычный,6,Технические работы,0,2023-09-21
Низкий ARPU,Ошибка в счёте,VIP,9,Поломка оборудования,0,2024-10-31
Высокий ARPU,Проблема с сетью,Обычный,13,Поломка оборудования,1,2023-11-21
Высокий ARPU,,Обычный,13,Технические работы,0,2024-12-15
Высокий ARPU,Некачественный сервис,Обычный,1,Поломка оборудования,0,2023-08-14
Высокий ARPU,Некачественный сервис,VIP,16,Поломка оборудования,1,2023-10-02
Низкий ARPU,Некачественный сервис,Обычный,8,Технические работы,0,2024-01-21
Низкий ARPU,Некачественный сервис,VIP,4,Поломка оборудования,0,2024-07-29
Высокий ARPU,Ошибка в счёте,VIP,4,Поломка оборудования,0,2023-09-01
Низкий ARPU,Ошибка в счёте,Обычный,17,Технические работы,1,2024-08-23
Низкий ARPU,Некачественный сервис,Обычный,2,Технические работы,1,2023-01-14
Высокий ARPU,Ошибка в счёте,Обычный,2,Технические работы,1,2024-10-05
Низкий ARPU,Некачественный сервис,VIP,12,Технические работы,1,2023-10-07
Высокий ARPU,Проблема с сетью,Обычный,8,Поломка оборудования,0,2024-04-20
Высокий ARPU,Проблема с сетью,VIP,12,Поломка оборудования,0,2024-10-31
Низкий ARPU,Некачественный сервис,Обычный,8,Поломка оборудования,1,2023-02-25
Низкий ARPU,Некачественный сервис,VIP,15,Поломка оборудования,1,2023-02-20
Высокий ARPU,Некачественный сервис,VIP,4,Технические работы,1,2024-01-10
Высокий ARPU,Ошибка в счёте,VIP,18,Поломка оборудования,0,2023-02-06
Низкий ARPU,Некачественный сервис,VIP,6,Поломка оборудования,1,2024-03-07
Высокий ARPU,Проблема с сетью,Обычный,17,Технические работы,0,2024-12-04
Низкий ARPU,Ошибка в счёте,VIP,11,Технические работы,1,2024-01-30
Высокий ARPU,Некачественный сервис,VIP,12,Поломка оборудования,1,2024-09-21
Низкий ARPU,Проблема с сетью,Обычный,9,Поломка оборудования,1,2023-12-11
Высокий ARPU,Некачественный сервис,VIP,4,Поломка оборудования,1,2023-03-28
Низкий ARPU,Некачественный сервис,Обычный,14,Технические работы,1,2023-10-16
Высокий ARPU,Проблема с сетью,Обычный,17,,0,2023-07-01
Низкий ARPU,Ошибка в счёте,Обычный,7,Технические работы,0,2024-01-08
Низкий ARPU,Ошибка в счёте,Обычный,16,,0,2024-07-06
Высокий ARPU,Ошибка в счёте,VIP,15,Поломка оборудования,0,2024-01-29
Низкий ARPU,Ошибка в счёте,VIP,1,Технические работы,0,2023-04-19
Высокий ARPU,Ошибка в счёте,Обычный,17,Технические работы,0,2024-12-11
Высокий ARPU,Ошибка в счёте,VIP,10,Технические работы,1,2023-03-05
Низкий ARPU,Ошибка в счёте,Обычный,4,Технические работы,1,2024-04-13
Высокий ARPU,Ошибка в счёте,VIP,6,Поломка оборудования,1,2023-07-31
Высокий ARPU,Ошибка в счёте,VIP,3,Поломка оборудования,0,2023-12-12
Низкий ARPU,Ошибка в счёте,VIP,15,Технические работы,0,2024-04-20
Низкий ARPU,Проблема с сетью,Обычный,11,Технические работы,1,2024-04-27
Низкий ARPU,Ошибка в счёте,VIP,7,Поломка оборудования,0,2024-10-15
Низкий ARPU,Ошибка в счёте,VIP,18,Технические работы,0,2024-01-26
Низкий ARPU,Ошибка в счёте,Обычный,15,Поломка оборудования,0,2023-07-22
Низкий ARPU,Ошибка в счёте,Обычный,1,Поломка оборудования,0,2024-12-11
Высокий ARPU,Проблема с сетью,VIP,12,Поломка оборудования,1,2023-09-09
Низкий ARPU,Проблема с сетью,Обычный,16,Поломка оборудования,0,2023-06-11
Высокий ARPU,Некачественный сервис,VIP,14,Поломка оборудования,1,2024-02-18
Низкий ARPU,Проблема с сетью,VIP,13,Технические работы,1,2024-02-18
Высокий ARPU,Проблема с сетью,Обычный,19,Поломка оборудования,1,2024-11-16
Низкий ARPU,Ошибка в счёте,VIP,15,Технические работы,0,2024-06-21
Высокий ARPU,Некачественный сервис,VIP,17,Поломка оборудования,0,2023-06-20
Низкий ARPU,Ошибка в счёте,Обычный,16,Поломка оборудования,1,2024-12-03
Низкий ARPU,Проблема с сетью,VIP,2,Технические работы,1,2024-04-25
Высокий ARPU,Ошибка в счёте,VIP,12,Поломка оборудования,1,2023-05-07
Низкий ARPU,Некачественный сервис,VIP,13,Технические работы,0,2023-12-03
Высокий ARPU,Проблема с сетью,VIP,17,Технические работы,1,2023-10-21
Низкий ARPU,Некачественный сервис,Обычный,2,Поломка оборудования,1,2024-10-03
Низкий ARPU,Ошибка в счёте,Обычный,15,Технические работы,1,2023-07-14
Высокий ARPU,Ошибка в счёте,Обычный,4,Поломка оборудования,1,2023-06-12
Низкий ARPU,Ошибка в счёте,VIP,10,Технические работы,0,2023-08-09
Низкий ARPU,Некачественный сервис,Обычный,15,Технические работы,1,2024-07-12
Низкий ARPU,Проблема с сетью,VIP,9,Поломка оборудования,0,2024-12-16
Высокий ARPU,Ошибка в счёте,Обычный,19,Технические работы,0,2024-05-09
Высокий ARPU,Некачественный сервис,,16,Технические работы,1,2024-12-07
Высокий ARPU,Ошибка в счёте,Обычный,7,Поломка оборудования,0,2024-12-02
Высокий ARPU,Ошибка в счёте,Обычный,19,Технические работы,0,2023-06-12
Высокий ARPU,Ошибка в счёте,Обычный,6,Поломка оборудования,1,2023-01-20
Низкий ARPU,Ошибка в счёте,VIP,9,Поломка оборудования,1,2023-12-21
Низкий ARPU,Проблема с сетью,VIP,18,Поломка оборудования,1,2023-11-18
Низкий ARPU,Ошибка в счёте,VIP,4,Поломка оборудования,1,2023-04-30
Низкий ARPU,Некачественный сервис,VIP,10,Поломка оборудования,1,2023-06-23
Низкий ARPU,Ошибка в счёте,Обычный,14,Технические работы,0,2023-12-22
Низкий ARPU,Ошибка в счёте,VIP,2,Поломка оборудования,0,2024-04-01
Высокий ARPU,Некачественный сервис,Обычный,3,Технические работы,0,2024-09-07
Низкий ARPU,Некачественный сервис,VIP,8,Поломка оборудования,0,2024-02-13
Низкий ARPU,Ошибка в счёте,VIP,11,Поломка оборудования,0,2024-04-01
Низкий ARPU,Ошибка в счёте,VIP,12,Технические работы,0,2023-06-07
Низкий ARPU,Некачественный сервис,Обычный,6,Технические работы,0,2024-12-19
Высокий ARPU,Некачественный сервис,Обычный,17,Поломка оборудования,1,2024-08-01
Низкий ARPU,Проблема с сетью,Обычный,13,Технические работы,1,2024-12-17
Низкий ARPU,Ошибка в счёте,VIP,15,Поломка оборудования,0,2024-09-25
Высокий ARPU,Ошибка в счёте,Обычный,8,Поломка оборудования,1,2023-05-19
Высокий ARPU,Ошибка в счёте,Обычный,8,Поломка оборудования,1,2023-09-10
Высокий ARPU,Некачественный сервис,Обычный,16,Технические работы,1,2023-10-17
Высокий ARPU,Проблема с сетью,VIP,6,Поломка оборудования,1,2023-11-30
Высокий ARPU,Проблема с сетью,VIP,1,Технические работы,0,2023-11-23
Высокий ARPU,Ошибка в счёте,VIP,5,Поломка оборудования,0,2024-04-10
Высокий ARPU,Ошибка в счёте,Обычный,14,Поломка оборудования,1,2023-10-25
,Проблема с сетью,VIP,18,Технические работы,1,2024-07-11
Низкий ARPU,Проблема с сетью,VIP,3,Поломка оборудования,1,2024-09-15
Высокий ARPU,Некачественный сервис,VIP,1,Технические работы,1,2024-12-03
Высокий ARPU,Некачественный сервис,VIP,8,Поломка оборудования,0,2024-11-19
Низкий ARPU,Проблема с сетью,VIP,7,Технические работы,0,2023-08-04
Низкий ARPU,Проблема с сетью,Обычный,18,Поломка оборудования,0,2023-09-17
Высокий ARPU,Некачественный сервис,Обычный,14,Технические работы,1,2023-03-05
Высокий ARPU,Ошибка в счёте,Обычный,17,Поломка оборудования,0,2023-10-25
Низкий ARPU,Проблема с сетью,VIP,4,Технические работы,0,2024-09-09
Высокий ARPU,Некачественный сервис,Обычный,11,Технические работы,0,2024-01-08
Высокий ARPU,Ошибка в счёте,Обычный,1,Технические работы,0,2024-12-23
Низкий ARPU,Проблема с сетью,Обычный,16,Поломка оборудования,1,2023-11-08
Высокий ARPU,Некачественный сервис,Обычный,17,Поломка оборудования,0,2023-01-25
Высокий ARPU,Проблема с сетью,Обычный,7,Поломка оборудования,1,2024-04-21
Высокий ARPU,Ошибка в счёте,VIP,16,Технические работы,1,2023-01-31
Высокий ARPU,Проблема с сетью,Обычный,14,Поломка оборудования,0,2024-08-01
Низкий ARPU,Проблема с сетью,Обычный,14,Поломка оборудования,1,2024-04-15
Низкий ARPU,Некачественный сервис,Обычный,8,Поломка оборудования,1,2023-06-07
Высокий ARPU,Ошибка в счёте,VIP,7,Технические работы,0,2024-12-16
Высокий ARPU,Ошибка в счёте,Обычный,6,Поломка оборудования,0,2023-10-25
Низкий ARPU,Ошибка в счёте,VIP,12,Технические работы,1,2024-11-04
Высокий ARPU,Некачественный сервис,VIP,8,Технические работы,0,2023-02-13
Низкий ARPU,Ошибка в счёте,Обычный,15,Технические работы,0,2024-08-18
Низкий ARPU,Ошибка в счёте,VIP,15,Технические работы,0,2024-11-05
Низкий ARPU,Некачественный сервис,VIP,13,Технические работы,1,2023-04-22
Низкий ARPU,Проблема с сетью,VIP,15,Технические работы,0,2023-04-09
Высокий ARPU,Ошибка в счёте,Обычный,13,Поломка оборудования,0,2023-06-25
Высокий ARPU,Проблема с сетью,VIP,5,Поломка оборудования,1,2024-11-05
Низкий ARPU,Некачественный сервис,VIP,4,Технические работы,0,2024-04-05
Низкий ARPU,Ошибка в счёте,Обычный,12,Поломка оборудования,1,2024-08-09
Высокий ARPU,Ошибка в счёте,Обычный,10,Поломка оборудования,0,2024-03-11
Высокий ARPU,,VIP,14,Технические работы,1,2024-10-27
Высокий ARPU,Проблема с сетью,Обычный,1,Технические работы,1,2023-06-11
Высокий ARPU,Ошибка в счёте,Обычный,9,Технические работы,1,2023-06-07
Низкий ARPU,Ошибка в счёте,Обычный,3,Поломка оборудования,0,2023-05-28
Высокий ARPU,Ошибка в счёте,,6,Поломка оборудования,1,2023-05-13
Низкий ARPU,Проблема с сетью,VIP,14,Поломка оборудования,1,2024-05-28
Низкий ARPU,Проблема с сетью,Обычный,17,Технические работы,1,2024-09-13
Низкий ARPU,Проблема с сетью,Обычный,3,Технические работы,1,2024-11-20
Низкий ARPU,Проблема с сетью,VIP,2,Поломка оборудования,1,2024-11-05
Высокий ARPU,Ошибка в счёте,VIP,17,Поломка оборудования,1,2024-03-15
Высокий ARPU,Ошибка в счёте,VIP,11,Технические работы,0,2023-01-03
Низкий ARPU,Некачественный сервис,Обычный,13,Поломка оборудования,1,2023-07-31
Низкий ARPU,Некачественный сервис,Обычный,3,Поломка оборудования,0,2023-11-16
Низкий ARPU,Ошибка в счёте,VIP,12,Технические работы,0,2023-07-22
Низкий ARPU,Ошибка в счёте,Обычный,7,Поломка оборудования,1,2023-03-20
Высокий ARPU,Некачественный сервис,Обычный,15,Поломка оборудования,0,2024-07-03
,Проблема с сетью,Обычный,19,Технические работы,1,2024-05-10
Низкий ARPU,Некачественный сервис,VIP,9,Технические работы,1,2024-10-01
Низкий ARPU,Ошибка в счёте,Обычный,10,Поломка оборудования,0,2024-09-18
Высокий ARPU,Некачественный сервис,VIP,12,Поломка оборудования,0,2023-01-20
Низкий ARPU,Некачественный сервис,Обычный,7,Поломка оборудования,0,2024-04-11
Высокий ARPU,Ошибка в счёте,Обычный,11,Технические работы,0,2023-12-24
Высокий ARPU,Ошибка в счёте,Обычный,19,Поломка оборудования,0,2024-04-23
Низкий ARPU,Некачественный сервис,Обычный,15,Технические работы,1,2024-03-24
Высокий ARPU,Некачественный сервис,Обычный,4,Технические работы,0,2023-02-24
Низкий ARPU,Проблема с сетью,VIP,15,Поломка оборудования,0,2024-05-13
Низкий ARPU,Ошибка в счёте,VIP,19,Поломка оборудования,1,2024-11-16
,Некачественный сервис,VIP,2,Поломка оборудования,1,2024-09-30
Низкий ARPU,Проблема с сетью,VIP,4,Поломка оборудования,1,2024-10-15
Низкий ARPU,Проблема с сетью,Обычный,15,Поломка оборудования,1,2024-06-28
Высокий ARPU,Ошибка в счёте,Обычный,5,Поломка оборудования,0,2024-05-26
Низкий ARPU,Ошибка в счёте,VIP,19,Технические работы,0,2024-02-20
Низкий ARPU,Ошибка в счёте,VIP,6,Поломка оборудования,1,2024-12-11
Низкий ARPU,Ошибка в счёте,VIP,15,Поломка оборудования,0,2023-10-27
Низкий ARPU,Некачественный сервис,Обычный,12,Технические работы,0,2024-08-11
Высокий ARPU,Некачественный сервис,Обычный,6,Поломка оборудования,0,2024-05-17
Низкий ARPU,Проблема с сетью,VIP,4,Поломка оборудования,0,2024-05-13
Низкий ARPU,Ошибка в счёте,VIP,4,Поломка оборудования,1,2023-01-24
Низкий ARPU,Некачественный сервис,Обычный,18,Поломка оборудования,0,2024-07-27
Низкий ARPU,Проблема с сетью,Обычный,1,Поломка оборудования,1,2023-01-15
Низкий ARPU,Ошибка в счёте,Обычный,7,Поломка оборудования,1,2023-02-14
Высокий ARPU,Ошибка в счёте,VIP,12,Технические работы,0,2023-09-30
Высокий ARPU,Некачественный сервис,VIP,7,Технические работы,0,2024-06-15
Низкий ARPU,Некачественный сервис,VIP,15,Технические работы,1,2023-07-31
Высокий ARPU,Некачественный сервис,Обычный,6,Технические работы,1,2023-11-13
Низкий ARPU,Некачественный сервис,Обычный,11,Поломка оборудования,1,2023-10-20
Высокий ARPU,Проблема с сетью,Обычный,17,Поломка оборудования,1,2024-06-23
Низкий ARPU,Проблема с сетью,VIP,6,Технические работы,1,2023-09-05
Высокий ARPU,Некачественный сервис,Обычный,2,Технические работы,1,2023-11-25
Высокий ARPU,Проблема с сетью,,18,Технические работы,1,2024-09-08
Высокий ARPU,Некачественный сервис,Обычный,14,Технические работы,1,2024-05-23
Низкий ARPU,Проблема с сетью,VIP,14,Поломка оборудования,1,2024-05-16
Низкий ARPU,Ошибка в счёте,VIP,6,Технические работы,1,2024-08-04
Высокий ARPU,Ошибка в счёте,Обычный,14,Поломка оборудования,0,2024-02-21
Высокий ARPU,Проблема с сетью,VIP,4,Технические работы,0,2023-03-23
Высокий ARPU,Некачественный сервис,Обычный,8,Технические работы,1,2024-12-17
Низкий ARPU,Проблема с сетью,Обычный,1,Технические работы,1,2023-04-23
Высокий ARPU,Некачественный сервис,VIP,7,Поломка оборудования,1,2023-04-09
Высокий ARPU,Ошибка в счёте,VIP,4,Технические работы,0,2024-08-22
,Некачественный сервис,Обычный,6,Технические работы,0,2024-10-10
Низкий ARPU,Проблема с сетью,VIP,13,Поломка оборудования,1,2023-06-29
,Некачественный сервис,VIP,15,Поломка оборудования,0,2023-07-14
,Ошибка в счёте,Обычный,15,Поломка оборудования,0,2023-02-25
Низкий ARPU,Некачественный сервис,VIP,19,Поломка оборудования,1,2023-04-06
Низкий ARPU,Проблема с сетью,Обычный,5,Поломка оборудования,1,2024-02-16
Высокий ARPU,Проблема с сетью,Обычный,10,Поломка оборудования,1,2023-07-02
Низкий ARPU,Ошибка в счёте,Обычный,16,Технические работы,0,2023-07-16
Высокий ARPU,Ошибка в счёте,VIP,19,Поломка оборудования,0,2023-12-11
Низкий ARPU,Проблема с сетью,VIP,7,Поломка оборудования,1,2023-06-28
Низкий ARPU,Ошибка в счёте,Обычный,5,Технические работы,0,2024-08-13
Низкий ARPU,Некачественный сервис,VIP,15,Поломка оборудования,0,2023-01-15
Высокий ARPU,Проблема с сетью,VIP,17,Технические работы,0,2023-02-22
Высокий ARPU,Проблема с сетью,Обычный,12,Технические работы,0,2024-04-12
Низкий ARPU,Проблема с сетью,Обычный,6,Технические работы,1,2024-02-25
Высокий ARPU,Проблема с сетью,Обычный,8,Технические работы,1,2024-04-09
Высокий ARPU,Ошибка в счёте,VIP,15,Поломка оборудования,0,2023-03-21
Низкий ARPU,Некачественный сервис,VIP,17,Технические работы,0,2023-08-28
Низкий ARPU,Проблема с сетью,VIP,16,Технические работы,0,2023-10-29
Высокий ARPU,Проблема с сетью,Обычный,2,Технические работы,0,2024-11-23
Низкий ARPU,Проблема с сетью,VIP,4,Технические работы,0,2024-09-17
Низкий ARPU,Ошибка в счёте,VIP,6,Поломка оборудования,0,2023-08-05
Высокий ARPU,Ошибка в счёте,VIP,14,Поломка оборудования,1,2023-07-13
Низкий ARPU,Ошибка в счёте,VIP,4,Поломка оборудования,0,2023-05-14
Низкий ARPU,Некачественный сервис,VIP,14,Технические работы,0,2024-11-22
Низкий ARPU,Некачественный сервис,VIP,13,Технические работы,0,2024-03-21
Низкий ARPU,Ошибка в счёте,VIP,19,Поломка оборудования,1,2024-07-23
Высокий ARPU,Некачественный сервис,VIP,3,Поломка оборудования,0,2023-03-20
Низкий ARPU,,VIP,17,Технические работы,0,2023-01-01
Низкий ARPU,Ошибка в счёте,Обычный,10,Поломка оборудования,1,2024-10-22
Высокий ARPU,Некачественный сервис,Обычный,2,,1,2023-04-01
Низкий ARPU,Ошибка в счёте,Обычный,1,Технические работы,0,2024-08-14
Высокий ARPU,Проблема с сетью,Обычный,10,Технические работы,0,2023-03-06
Высокий ARPU,Некачественный сервис,VIP,5,Технические работы,1,2024-06-06
Высокий ARPU,Некачественный сервис,VIP,17,Поломка оборудования,1,2023-02-03
Низкий ARPU,Ошибка в счёте,VIP,4,Технические работы,1,2023-11-09
Низкий ARPU,Проблема с сетью,Обычный,14,Поломка оборудования,0,2024-01-27
Высокий ARPU,Некачественный сервис,VIP,18,Технические работы,0,2023-03-19
Высокий ARPU,Проблема с сетью,Обычный,16,Поломка оборудования,0,2024-12-26
Высокий ARPU,Ошибка в счёте,VIP,2,Технические работы,0,2024-09-11
Низкий ARPU,Некачественный сервис,Обычный,1,Поломка оборудования,0,2024-11-11
Низкий ARPU,Ошибка в счёте,VIP,5,Технические работы,0,2024-06-04
Низкий ARPU,Проблема с сетью,Обычный,7,Поломка оборудования,1,2024-01-25
