SNAP_DATE_DAY,FILIAL_ID,total_count,delta_FILIAL_ID_all,ml_anomaly_CAT_PYRAMID_NAME_significant,z_anomaly_CAT_PYRAMID_NAME_significant,anomaly_CAT_PYRAMID_NAME_significant,ml_anomaly_DESCRIPTION_significant,z_anomaly_DESCRIPTION_significant,anomaly_DESCRIPTION_significant,ml_anomaly_FLAG_LOCAL_GENERAL_significant,z_anomaly_FLAG_LOCAL_GENERAL_significant,anomaly_FLAG_LOCAL_GENERAL_significant,ml_anomaly_FULL_NAME_significant,z_anomaly_FULL_NAME_significant,anomaly_FULL_NAME_significant,ml_anomaly_SUBCAT_PYRAMID_NAME_significant,z_anomaly_SUBCAT_PYRAMID_NAME_significant,anomaly_SUBCAT_PYRAMID_NAME_significant
2023-07-19,15,15,-2.0,False,VIP,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-07-20,19,19,4.0,False,False,False,False,Проблема с сетью,False,False,0.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-07-21,11,11,-8.0,VIP,VIP,VIP,False,Проблема с сетью,False,False,0.0,False,False,Поломка оборудования,False,Высокий ARPU,Высокий ARPU,Высокий ARPU
2023-07-22,29,29,18.0,Обычный,False,False,Ошибка в счёте,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False,False
2023-07-23,16,16,-13.0,Обычный,VIP,False,False,Некачественный сервис,False,1.0,0.0,False,Поломка оборудования,Поломка оборудования,Поломка оборудования,Низкий ARPU,Низкий ARPU,Низкий ARPU
2023-07-24,15,15,-1.0,False,False,False,False,False,False,False,0.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-07-25,19,19,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-07-26,19,19,0.0,False,VIP,False,False,Некачественный сервис,False,False,False,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-07-27,7,7,-12.0,False,VIP,False,Ошибка в счёте,Ошибка в счёте,Ошибка в счёте,0.0,0.0,0.0,Технические работы,Технические работы,Технические работы,Низкий ARPU,Низкий ARPU,Низкий ARPU
2023-07-28,12,12,5.0,VIP,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-07-29,20,20,8.0,Обычный,False,False,Некачественный сервис,Проблема с сетью,False,False,False,False,Технические работы,Поломка оборудования,False,Высокий ARPU,False,False
2023-07-30,10,10,-10.0,False,VIP,False,Некачественный сервис,Некачественный сервис,Некачественный сервис,1.0,1.0,1.0,Технические работы,Поломка оборудования,False,Высокий ARPU,Низкий ARPU,False
2023-07-31,7,7,-3.0,False,VIP,False,False,Проблема с сетью,False,False,False,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-08-01,13,13,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-08-02,16,16,3.0,False,False,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-08-03,8,8,-8.0,False,Обычный,False,Проблема с сетью,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-08-04,20,20,12.0,False,False,False,False,Проблема с сетью,False,False,False,False,False,False,False,False,False,False
2023-08-05,17,17,-3.0,False,Обычный,False,False,Некачественный сервис,False,False,1.0,False,False,Поломка оборудования,False,False,False,False
2023-08-06,13,13,-4.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-08-07,15,15,2.0,False,Обычный,False,False,Ошибка в счёте,False,False,1.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-08-08,9,9,-6.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-08-09,10,10,1.0,False,False,False,False,False,False,False,False,False,False,Поломка оборудования,False,False,False,False
2023-08-10,14,14,4.0,False,VIP,False,False,Проблема с сетью,False,False,False,False,False,Технические работы,False,False,Высокий ARPU,False
2023-08-11,10,10,-4.0,False,VIP,False,Ошибка в счёте,Ошибка в счёте,Ошибка в счёте,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-08-12,12,12,2.0,False,VIP,False,False,Некачественный сервис,False,False,1.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-08-13,11,11,-1.0,False,VIP,False,False,Проблема с сетью,False,False,0.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-08-14,12,12,1.0,False,VIP,False,False,Некачественный сервис,False,False,False,False,False,Поломка оборудования,False,False,False,False
2023-08-15,19,19,7.0,False,VIP,False,False,Проблема с сетью,False,0.0,1.0,False,False,False,False,False,False,False
2023-08-16,7,7,-12.0,Обычный,VIP,False,Некачественный сервис,Некачественный сервис,Некачественный сервис,0.0,0.0,0.0,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-08-17,8,8,1.0,False,VIP,False,False,Ошибка в счёте,False,False,False,False,False,Технические работы,False,False,Низкий ARPU,False
2023-08-18,18,18,10.0,False,False,False,Ошибка в счёте,False,False,False,False,False,False,False,False,False,False,False
2023-08-19,11,11,-7.0,False,VIP,False,False,Ошибка в счёте,False,False,False,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-08-20,16,16,5.0,False,VIP,False,False,False,False,False,1.0,False,False,False,False,False,False,False
2023-08-21,17,17,1.0,False,False,False,False,False,False,False,0.0,False,False,Поломка оборудования,False,False,False,False
2023-08-22,20,20,3.0,False,VIP,False,False,False,False,False,False,False,False,False,False,False,Низкий ARPU,False
2023-08-23,16,16,-4.0,False,VIP,False,False,Некачественный сервис,False,False,1.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-08-24,14,14,-2.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-08-25,6,6,-8.0,False,VIP,False,False,Ошибка в счёте,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-08-26,8,8,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-08-27,7,7,-1.0,False,Обычный,False,False,False,False,False,False,False,False,Поломка оборудования,False,False,False,False
2023-08-28,15,15,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-08-29,12,12,-3.0,False,Обычный,False,False,Некачественный сервис,False,False,1.0,False,False,False,False,False,Высокий ARPU,False
2023-08-30,10,10,-2.0,False,VIP,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-08-31,14,14,4.0,False,Обычный,False,False,Некачественный сервис,False,False,False,False,False,False,False,False,False,False
2023-09-01,15,15,1.0,False,False,False,False,Проблема с сетью,False,False,1.0,False,False,Поломка оборудования,False,False,False,False
2023-09-02,13,13,-2.0,False,Обычный,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-09-03,10,10,-3.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-09-04,8,8,-2.0,False,VIP,False,False,False,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-09-05,19,19,11.0,False,False,False,False,False,False,0.0,1.0,False,False,False,False,False,False,False
2023-09-06,14,14,-5.0,False,Обычный,False,False,Ошибка в счёте,False,False,0.0,False,False,Технические работы,False,Низкий ARPU,Низкий ARPU,Низкий ARPU
2023-09-07,10,10,-4.0,False,VIP,False,Некачественный сервис,Некачественный сервис,Некачественный сервис,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-09-08,14,14,4.0,False,False,False,False,Проблема с сетью,False,False,False,False,False,Технические работы,False,False,False,False
2023-09-09,21,21,7.0,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False
2023-09-10,9,9,-12.0,VIP,VIP,VIP,False,Некачественный сервис,False,0.0,0.0,0.0,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-09-11,12,12,3.0,False,False,False,False,Проблема с сетью,False,False,1.0,False,False,Технические работы,False,False,False,False
2023-09-12,13,13,1.0,False,False,False,False,Проблема с сетью,False,False,False,False,False,False,False,False,Низкий ARPU,False
2023-09-13,10,10,-3.0,False,VIP,False,False,Некачественный сервис,False,False,False,False,False,Технические работы,False,False,Низкий ARPU,False
2023-09-14,19,19,9.0,False,False,False,False,False,False,False,False,False,False,Технические работы,False,False,False,False
2023-09-15,13,13,-6.0,False,Обычный,False,False,Некачественный сервис,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-09-16,13,13,0.0,False,VIP,False,False,Ошибка в счёте,False,False,False,False,False,Технические работы,False,False,Низкий ARPU,False
2023-09-17,14,14,1.0,False,Обычный,False,False,Некачественный сервис,False,False,1.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-09-18,15,15,1.0,False,VIP,False,False,Некачественный сервис,False,False,1.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-09-19,10,10,-5.0,False,VIP,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-09-20,23,23,13.0,VIP,False,False,False,False,False,0.0,1.0,False,False,False,False,Низкий ARPU,False,False
2023-09-21,16,16,-7.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-09-22,19,19,3.0,False,False,False,False,Некачественный сервис,False,False,1.0,False,False,False,False,False,Высокий ARPU,False
2023-09-23,13,13,-6.0,False,VIP,False,False,Некачественный сервис,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-09-24,16,16,3.0,False,False,False,False,Проблема с сетью,False,False,1.0,False,False,Поломка оборудования,False,Низкий ARPU,Высокий ARPU,False
2023-09-25,14,14,-2.0,False,Обычный,False,Ошибка в счёте,Ошибка в счёте,Ошибка в счёте,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-09-26,21,21,7.0,False,VIP,False,False,Некачественный сервис,False,False,False,False,False,False,False,False,False,False
2023-09-27,12,12,-9.0,False,VIP,False,False,Некачественный сервис,False,0.0,0.0,0.0,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-09-28,17,17,5.0,False,VIP,False,False,False,False,False,1.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-09-29,13,13,-4.0,False,VIP,False,Некачественный сервис,Некачественный сервис,Некачественный сервис,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-09-30,8,8,-5.0,False,VIP,False,False,False,False,False,0.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-10-01,13,13,5.0,False,Обычный,False,False,False,False,False,1.0,False,False,False,False,False,False,False
2023-10-02,11,11,-2.0,False,VIP,False,False,Ошибка в счёте,False,False,0.0,False,False,False,False,False,Высокий ARPU,False
2023-10-03,13,13,2.0,False,Обычный,False,False,False,False,False,False,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-10-04,8,8,-5.0,False,VIP,False,False,Проблема с сетью,False,False,1.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-10-05,15,15,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-10-06,8,8,-7.0,False,Обычный,False,False,Некачественный сервис,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-10-07,11,11,3.0,False,False,False,False,False,False,False,0.0,False,False,False,False,False,Высокий ARPU,False
2023-10-08,15,15,4.0,False,False,False,Проблема с сетью,Некачественный сервис,False,False,False,False,False,False,False,False,False,False
2023-10-09,15,15,0.0,False,False,False,False,False,False,False,0.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-10-10,5,5,-10.0,False,VIP,False,False,Некачественный сервис,False,1.0,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-10-11,14,14,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-10-12,15,15,1.0,False,Обычный,False,False,Некачественный сервис,False,False,0.0,False,False,False,False,False,Низкий ARPU,False
2023-10-13,12,12,-3.0,False,VIP,False,Проблема с сетью,False,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-10-14,7,7,-5.0,False,Обычный,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-10-15,9,9,2.0,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False
2023-10-16,8,8,-1.0,False,Обычный,False,False,Некачественный сервис,False,False,False,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-10-17,11,11,3.0,False,Обычный,False,False,Ошибка в счёте,False,False,0.0,False,False,False,False,False,False,False
2023-10-18,17,17,6.0,False,False,False,False,False,False,False,False,False,False,False,False,Высокий ARPU,Низкий ARPU,False
2023-10-19,12,12,-5.0,False,Обычный,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,Высокий ARPU,Высокий ARPU,Высокий ARPU
2023-10-20,13,13,1.0,False,False,False,False,False,False,False,False,False,False,Технические работы,False,False,False,False
2023-10-21,13,13,0.0,False,VIP,False,False,Некачественный сервис,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-10-22,15,15,2.0,False,Обычный,False,False,Некачественный сервис,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-10-23,14,14,-1.0,False,VIP,False,False,Некачественный сервис,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-10-24,10,10,-4.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-10-25,11,11,1.0,False,VIP,False,False,Проблема с сетью,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-10-26,19,19,8.0,False,VIP,False,False,Ошибка в счёте,False,False,False,False,False,False,False,False,Низкий ARPU,False
2023-10-27,14,14,-5.0,False,VIP,False,False,Ошибка в счёте,False,False,0.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-10-28,9,9,-5.0,False,VIP,False,False,Некачественный сервис,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-10-29,16,16,7.0,False,VIP,False,False,False,False,False,False,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-10-30,15,15,-1.0,False,VIP,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-10-31,18,18,3.0,False,VIP,False,False,False,False,False,1.0,False,False,Поломка оборудования,False,False,False,False
2023-11-01,10,10,-8.0,Обычный,VIP,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,Низкий ARPU,Низкий ARPU,Низкий ARPU
2023-11-02,12,12,2.0,False,VIP,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-11-03,12,12,0.0,False,VIP,False,False,Проблема с сетью,False,False,1.0,False,False,Технические работы,False,False,False,False
2023-11-04,9,9,-3.0,False,Обычный,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-11-05,7,7,-2.0,False,VIP,False,False,False,False,False,1.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-11-06,13,13,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-11-07,9,9,-4.0,VIP,VIP,VIP,False,Проблема с сетью,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-11-08,20,20,11.0,False,False,False,False,False,False,False,False,False,Поломка оборудования,Технические работы,False,Низкий ARPU,False,False
2023-11-09,14,14,-6.0,False,Обычный,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,Низкий ARPU,Низкий ARPU,Низкий ARPU
2023-11-10,10,10,-4.0,False,False,False,False,Проблема с сетью,False,False,0.0,False,False,Технические работы,False,Высокий ARPU,Высокий ARPU,Высокий ARPU
2023-11-11,7,7,-3.0,False,False,False,False,Проблема с сетью,False,False,1.0,False,False,Технические работы,False,False,False,False
2023-11-12,6,6,-1.0,False,False,False,Ошибка в счёте,False,False,False,False,False,False,Технические работы,False,False,False,False
2023-11-13,16,16,10.0,False,False,False,False,Ошибка в счёте,False,False,False,False,False,False,False,Низкий ARPU,False,False
2023-11-14,6,6,-10.0,False,VIP,False,Проблема с сетью,Ошибка в счёте,False,0.0,0.0,0.0,False,Поломка оборудования,False,Высокий ARPU,False,False
2023-11-15,12,12,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-11-16,19,19,7.0,False,False,False,False,Ошибка в счёте,False,False,False,False,Технические работы,Поломка оборудования,False,False,False,False
2023-11-17,8,8,-11.0,False,VIP,False,False,Некачественный сервис,False,1.0,1.0,1.0,False,Поломка оборудования,False,Низкий ARPU,Низкий ARPU,Низкий ARPU
2023-11-18,18,18,10.0,Обычный,False,False,False,False,False,False,False,False,Поломка оборудования,False,False,Низкий ARPU,False,False
2023-11-19,14,14,-4.0,False,Обычный,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-11-20,18,18,4.0,False,VIP,False,False,False,False,False,False,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-11-21,16,16,-2.0,False,Обычный,False,False,Ошибка в счёте,False,False,0.0,False,False,False,False,False,Высокий ARPU,False
2023-11-22,13,13,-3.0,False,VIP,False,False,Некачественный сервис,False,False,1.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-11-23,12,12,-1.0,False,Обычный,False,False,Ошибка в счёте,False,False,0.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-11-24,16,16,4.0,False,False,False,False,Ошибка в счёте,False,False,1.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-11-25,8,8,-8.0,False,VIP,False,False,Проблема с сетью,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-11-26,17,17,9.0,Обычный,VIP,False,False,Проблема с сетью,False,False,False,False,False,False,False,False,False,False
2023-11-27,18,18,1.0,False,False,False,False,False,False,False,0.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-11-28,13,13,-5.0,False,VIP,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-11-29,13,13,0.0,False,Обычный,False,False,False,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-11-30,21,21,8.0,False,False,False,False,False,False,False,0.0,False,Поломка оборудования,Технические работы,False,False,False,False
2023-12-01,8,8,-13.0,False,VIP,False,Ошибка в счёте,Некачественный сервис,False,0.0,0.0,0.0,False,Поломка оборудования,False,Низкий ARPU,Низкий ARPU,Низкий ARPU
2023-12-02,13,13,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-12-03,15,15,2.0,False,False,False,False,Некачественный сервис,False,False,False,False,False,Технические работы,False,False,False,False
2023-12-04,16,16,1.0,False,VIP,False,False,Ошибка в счёте,False,False,1.0,False,False,False,False,False,Низкий ARPU,False
2023-12-05,12,12,-4.0,False,VIP,False,False,Проблема с сетью,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-12-06,14,14,2.0,False,False,False,False,Ошибка в счёте,False,False,False,False,False,Технические работы,False,False,Высокий ARPU,False
2023-12-07,9,9,-5.0,False,Обычный,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-12-08,14,14,5.0,False,False,False,False,Некачественный сервис,False,False,1.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-12-09,15,15,1.0,False,Обычный,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-12-10,11,11,-4.0,False,VIP,False,Некачественный сервис,Проблема с сетью,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-12-11,13,13,2.0,False,VIP,False,Некачественный сервис,Некачественный сервис,Некачественный сервис,False,0.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-12-12,15,15,2.0,False,Обычный,False,False,Проблема с сетью,False,False,False,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-12-13,8,8,-7.0,False,VIP,False,False,Ошибка в счёте,False,1.0,1.0,1.0,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-12-14,13,13,5.0,False,VIP,False,False,False,False,False,0.0,False,False,False,False,False,Низкий ARPU,False
2023-12-15,9,9,-4.0,False,VIP,False,False,Ошибка в счёте,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-12-16,20,20,11.0,False,False,False,False,False,False,1.0,0.0,False,Технические работы,False,False,False,False,False
2023-12-17,18,18,-2.0,False,VIP,False,Некачественный сервис,Некачественный сервис,Некачественный сервис,False,1.0,False,False,Поломка оборудования,False,Высокий ARPU,Высокий ARPU,Высокий ARPU
2023-12-18,11,11,-7.0,False,Обычный,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,Низкий ARPU,Низкий ARPU,Низкий ARPU
2023-12-19,16,16,5.0,False,False,False,False,Ошибка в счёте,False,False,False,False,False,Поломка оборудования,False,False,False,False
2023-12-20,22,22,6.0,False,False,False,False,False,False,False,False,False,False,Поломка оборудования,False,Высокий ARPU,False,False
2023-12-21,17,17,-5.0,False,Обычный,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-12-22,16,16,-1.0,False,Обычный,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-12-23,16,16,0.0,False,VIP,False,False,Некачественный сервис,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-12-24,14,14,-2.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-12-25,14,14,0.0,False,VIP,False,False,Ошибка в счёте,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-12-26,13,13,-1.0,False,Обычный,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-12-27,12,12,-1.0,False,VIP,False,False,Некачественный сервис,False,False,1.0,False,False,Поломка оборудования,False,Низкий ARPU,Низкий ARPU,Низкий ARPU
2023-12-28,13,13,1.0,False,VIP,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-12-29,14,14,1.0,False,Обычный,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-12-30,14,14,0.0,False,Обычный,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,Высокий ARPU,Низкий ARPU,False
2023-12-31,18,18,4.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,False,False
2024-01-01,18,18,0.0,False,VIP,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,False,False
2024-01-02,7,7,-11.0,False,VIP,False,Ошибка в счёте,Некачественный сервис,False,1.0,0.0,False,Технические работы,Поломка оборудования,False,False,Низкий ARPU,False
2024-01-03,9,9,2.0,False,False,False,False,Ошибка в счёте,False,False,0.0,False,False,False,False,False,False,False
2024-01-04,14,14,5.0,False,False,False,False,Проблема с сетью,False,False,1.0,False,False,False,False,False,False,False
2024-01-05,7,7,-7.0,False,VIP,False,Некачественный сервис,Некачественный сервис,Некачественный сервис,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2024-01-06,18,18,11.0,Обычный,False,False,Проблема с сетью,False,False,1.0,False,False,False,False,False,False,False,False
2024-01-07,11,11,-7.0,Обычный,Обычный,Обычный,Ошибка в счёте,Ошибка в счёте,Ошибка в счёте,False,1.0,False,Поломка оборудования,Поломка оборудования,Поломка оборудования,False,Низкий ARPU,False
2024-01-08,10,10,-1.0,False,VIP,False,False,Проблема с сетью,False,False,False,False,False,Технические работы,False,False,Высокий ARPU,False
2024-01-09,14,14,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-10,19,19,5.0,False,False,False,False,Проблема с сетью,False,False,False,False,False,False,False,False,False,False
2024-01-11,7,7,-12.0,False,VIP,False,Ошибка в счёте,Некачественный сервис,False,0.0,0.0,0.0,Поломка оборудования,Поломка оборудования,Поломка оборудования,False,Низкий ARPU,False
2024-01-12,13,13,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-13,12,12,-1.0,False,Обычный,False,False,False,False,False,1.0,False,False,Технические работы,False,False,Высокий ARPU,False
2024-01-14,15,15,3.0,False,VIP,False,False,Некачественный сервис,False,False,1.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2024-01-15,15,15,0.0,False,VIP,False,False,Проблема с сетью,False,False,0.0,False,False,Технические работы,False,False,Низкий ARPU,False
2024-01-16,9,9,-6.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2024-01-17,17,17,8.0,False,False,False,False,False,False,0.0,1.0,False,False,False,False,False,False,False
2024-01-18,22,22,5.0,False,VIP,False,False,Проблема с сетью,False,1.0,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2024-01-19,19,19,-3.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2024-01-20,14,14,-5.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2024-01-21,10,10,-4.0,False,Обычный,False,False,Проблема с сетью,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2024-01-22,16,16,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-23,9,9,-7.0,False,VIP,False,Проблема с сетью,Проблема с сетью,Проблема с сетью,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2024-01-24,20,20,11.0,False,False,False,Проблема с сетью,Ошибка в счёте,False,False,False,False,False,False,False,False,False,False
2024-01-25,12,12,-8.0,False,VIP,False,Проблема с сетью,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2024-01-26,10,10,-2.0,False,Обычный,False,Некачественный сервис,Некачественный сервис,Некачественный сервис,False,1.0,False,Технические работы,False,False,False,Низкий ARPU,False
2024-01-27,12,12,2.0,False,Обычный,False,False,False,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2024-01-28,13,13,1.0,False,Обычный,False,False,False,False,False,1.0,False,False,False,False,False,Высокий ARPU,False
2024-01-29,7,7,-6.0,False,VIP,False,False,False,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2024-01-30,16,16,9.0,False,Обычный,False,False,False,False,False,False,False,Технические работы,Поломка оборудования,False,False,False,False
2024-01-31,10,10,-6.0,False,Обычный,False,False,Некачественный сервис,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2024-02-01,17,17,7.0,False,False,False,False,False,False,1.0,0.0,False,False,Поломка оборудования,False,False,False,False
2024-02-02,10,10,-7.0,False,VIP,False,Ошибка в счёте,Некачественный сервис,False,1.0,1.0,1.0,False,Поломка оборудования,False,False,Низкий ARPU,False
2024-02-03,16,16,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,Низкий ARPU,False
2024-02-04,22,22,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-02-05,17,17,-5.0,False,VIP,False,Ошибка в счёте,Ошибка в счёте,Ошибка в счёте,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
